,Unnamed: 0,식당명,별점,구,주소,전화번호,음식종류,가격대,주차,영업시간,메뉴,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
705,705,두끼,,양천구,서울특별시 양천구 목동동로 293 현대41타워 3F,02-2062-2995,음식 종류 기타 한식,가격대 만원 미만,주차 유료주차 가능,['10:30 - 22:00'],0,2021-09-12,맛있다,12,8.0,4.0,0.0
706,706,원조쌈밥집,,양천구,서울특별시 양천구 목동서로 57 현대파리지앙빌딩 2F,02-2649-8878,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 주차공간없음,['10:00 - 22:00'],0,2019-02-22,별로,6,1.0,4.0,1.0
707,707,강모집,,양천구,서울특별시 양천구 목동중앙본로 107 대명이튼캐슬 A동 101호,02-6406-7904,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2021-09-05,맛있다,5,5.0,0.0,0.0
708,708,베즐리베이커리,,양천구,서울특별시 양천구 목동동로 257 현대백화점 목동점 B2,02-2163-2150,음식 종류 베이커리,가격대 만원 미만,주차 유료주차 가능,"['월-목: 10:30 - 20:00', '금-일: 10:30 - 20:30']",0,2018-12-04,맛있다,4,3.0,1.0,0.0
709,709,육회로,,양천구,서울특별시 양천구 목동중앙북로7가길 58,02-2061-0498,음식 종류 고기 요리,가격대 만원-2만원,메뉴,0,0,2022-05-09,맛있다,4,3.0,1.0,0.0
710,710,테오,,양천구,서울특별시 양천구 은행정로3길 9-2,02-2602-8309,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,"['월-금: 10:00 - 19:00', '토: 11:00 - 19:00']",0,2018-07-25,괜찮다,2,1.0,1.0,0.0
711,711,스시경,,양천구,서울특별시 양천구 목동중앙북로7가길 10,02-2062-0677,음식 종류 회 / 스시,가격대 만원-2만원,주차 무료주차 가능,"['월-토: 11:30 - 24:00', '일: 17:00 - 24:00']",0,2021-12-29,맛있다,12,8.0,2.0,2.0
712,712,대합탕수제비포장마차,,양천구,서울특별시 양천구 목동동로 350,02-2062-2888,음식 종류 전통 주점 / 포차,가격대 만원-2만원,주차 주차공간없음,['18:00 - 03:00'],0,2022-06-27,맛있다,15,5.0,7.0,3.0
713,713,따순기미,,양천구,서울특별시 양천구 목동서로 170,02-264-4208,음식 종류 베이커리,가격대 만원 미만,0,0,0,2020-12-01,맛있다,6,6.0,0.0,0.0
714,714,진미집,,양천구,서울 양천구 공항대로 646 신현빌딩,02-3664-6400,음식 종류 전통 주점 / 포차,가격대 만원-2만원,주차 주차공간없음,['17:00 - 02:30'],"['얼큰칼국수', '6,000원', '꼬막', '14,000원', '무뼈닭발', '14,000원', '오돌뼈', '14,000원', '닭똥집', '14,000원']",2022-08-07,맛있다,5,5.0,0.0,0.0
715,715,목동백년국수,,양천구,서울특별시 양천구 은행정로 52 102호,070-7543-7142,음식 종류 국수 / 면 요리,가격대 만원 미만,0,0,0,0,0,0,,,
716,716,젠틀카롱,,양천구,서울특별시 양천구 목동로 163 이스타팰리스 107호,0,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,영업시간 12:00 - 20:00,0,2021-01-22,별로,9,6.0,2.0,1.0
717,717,오희,,양천구,서울특별시 양천구 오목로23길 7 1F,070-4300-0143,음식 종류 베이커리,가격대 만원 미만,영업시간 09:00 - 21:00,['식당 홈페이지로 가기'],0,2021-01-14,맛있다,6,6.0,0.0,0.0
718,718,도원스타일,,양천구,서울특별시 양천구 목동동로 257 현대백화점 목동점 6F,02-2163-1600,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 유료주차 가능,['11:00 - 22:00'],0,2022-07-11,별로,6,3.0,1.0,2.0
719,719,아티제,,양천구,서울특별시 양천구 안양천로 1071 이대목동병원,02-2648-0024,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,"['월-금: 07:30 - 22:00', '토-일: 07:30 - 21:00']",0,2017-02-09,맛있다,5,3.0,2.0,0.0
720,720,쿠마식당,,양천구,서울특별시 양천구 목동중앙북로 102 1F,02-2642-1236,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,0,0,0,2022-05-11,맛있다,4,3.0,1.0,0.0
721,721,골목집,,양천구,서울특별시 양천구 목동중앙북로 4,02-2648-3073,음식 종류 전통 주점 / 포차,가격대 만원 미만,주차 주차공간없음,['14:00 - 22:00'],0,2021-05-03,맛있다,3,3.0,0.0,0.0
722,722,팔삼돼지,,양천구,서울특별시 양천구 오목로50길 5,02-2605-1983,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2021-12-27,별로,3,2.0,0.0,1.0
723,723,깐부치킨,,양천구,서울특별시 양천구 목동서로 49,02-2646-9233,음식 종류 닭 / 오리 요리,가격대 만원-2만원,주차 유료주차 가능,['16:00 - 02:00'],0,2021-05-03,괜찮다,3,0.0,3.0,0.0
724,724,다채샤브,,양천구,서울특별시 양천구 목동동로 55 밀레니엄프라자 2F,02-2649-1134,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,0,0,0,2022-05-08,괜찮다,2,1.0,1.0,0.0
725,725,이자와,,양천구,서울특별시 양천구 목동서로 155 동양파라곤 B1,02-6080-6757,음식 종류 까스 요리,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],0,2019-05-06,별로,7,2.0,3.0,2.0
726,726,피자알볼로,,양천구,서울특별시 양천구 목동중앙서로4길 16,02-2064-2222,음식 종류 기타 양식,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],0,2022-03-07,괜찮다,6,3.0,3.0,0.0
727,727,스시벅,,양천구,서울특별시 양천구 목동동로 256,02-2062-1121,음식 종류 회 / 스시,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],0,2022-03-11,맛있다,4,1.0,3.0,0.0
728,728,모이자포장마차로,,양천구,서울특별시 양천구 신목로2길 60,02-2654-2866,음식 종류 전통 주점 / 포차,가격대 만원-2만원,0,0,0,2020-10-01,맛있다,4,4.0,0.0,0.0
729,729,홍봉자치즈굴림만두,,양천구,서울특별시 양천구 신정중앙로 72,02-2643-2335,음식 종류 기타 한식,가격대 만원-2만원,0,0,0,2022-03-31,괜찮다,4,2.0,1.0,1.0
730,730,월촌도야지,,양천구,서울특별시 양천구 목동동로 293 2F,02-2642-8292,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2022-06-28,맛있다,2,2.0,0.0,0.0
731,731,최고갈비,,양천구,서울특별시 양천구 목동중앙북로7가길 54,02-2642-9279,음식 종류 고기 요리,가격대 2만원-3만원,0,0,0,0,0,1,1.0,0.0,0.0
732,732,봉피양,,양천구,서울특별시 양천구 신월로 112,02-2608-3141,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:00'],0,2020-07-22,맛있다,12,7.0,4.0,1.0
733,733,포레스트 카페,,양천구,서울특별시 양천구 목동동로 33,02-2648-5244,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,['10:00 - 22:00'],0,5 일 전,맛있다,9,7.0,2.0,0.0
734,734,타르타르,,양천구,서울특별시 양천구 목동동로 293 현대41타워 207호,1800-3797,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,['10:00 - 22:00'],0,2021-03-08,괜찮다,7,3.0,3.0,1.0
735,735,퍼블릭맨션,,양천구,서울특별시 양천구 등촌로 154 1F,02-2654-6695,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,['09:00 - 23:30'],0,2021-07-28,맛있다,6,4.0,2.0,0.0
736,736,코구마스시,,양천구,서울특별시 양천구 오목로56길 5,02-6203-0658,음식 종류 회 / 스시,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:00'],0,2021-10-20,괜찮다,6,5.0,1.0,0.0
737,737,오봉집,,양천구,서울특별시 양천구 목동중앙북로 7 신한상가 1F,02-2653-7040,음식 종류 고기 요리,가격대 2만원-3만원,0,0,0,2021-12-28,맛있다,4,4.0,0.0,0.0
738,738,해남뻘낙지,,양천구,서울특별시 양천구 월정로 101,02-2608-9989,음식 종류 해산물 요리,0,0,0,0,2021-02-28,맛있다,3,3.0,0.0,0.0
739,739,빈티지오목,,양천구,서울특별시 양천구 목동동로12길 38 2F,0507-1437-9254,음식 종류 칵테일 / 와인,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-12,맛있다,3,3.0,0.0,0.0
740,740,뉴트,,양천구,서울특별시 양천구 오목로 276-2,02-6104-2201,음식 종류 퓨전 양식,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-05-30,맛있다,2,2.0,0.0,0.0
741,741,모모메이드,,양천구,서울특별시 양천구 목동로9길 12,0,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2020-09-11,맛있다,1,1.0,0.0,0.0
742,742,달달애,,양천구,서울특별시 양천구 목동로11길 2,010-7543-0701,음식 종류 베이커리,가격대 만원 미만,주차 주차공간없음,"['월-금: 07:00 - 20:00', '토: 07:00 - 18:00']",0,2021-09-12,맛있다,7,3.0,0.0,4.0
743,743,스마일빈,,양천구,서울특별시 양천구 중앙로36길 30 1F,0507-1366-2035,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-20,괜찮다,3,2.0,1.0,0.0
744,744,채선당,,양천구,서울특별시 양천구 목동동로12길 20,02-2652-0737,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],0,2018-01-23,맛있다,5,2.0,3.0,0.0
745,745,함가네토종순대국,,양천구,서울특별시 양천구 은행정로6길 11,02-2699-7716,음식 종류 탕 / 찌개 / 전골,0,0,0,0,2019-02-17,맛있다,1,1.0,0.0,0.0
746,746,신선설농탕,,양천구,서울특별시 양천구 목동서로 349,02-2650-8868,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 유료주차 가능,['07:00 - 24:00'],0,0,0,0,,,
747,747,고씨네,,양천구,서울특별시 양천구 목동서로 349 센트럴프라자,02-2643-5588,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,영업시간 11:00 - 21:00,['식당 홈페이지로 가기'],0,0,0,0,,,
748,748,고양이부엌,,양천구,서울특별시 양천구 목동동로 233-1,02-2642-5636,음식 종류 기타 한식,가격대 만원 미만,주차 유료주차 가능,['11:00 - 21:30'],0,2020-07-25,맛있다,8,4.0,3.0,1.0
749,749,알리커피,,양천구,서울특별시 양천구 중앙로32길 45,02-2655-0877,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['10:00 - 22:00'],0,2021-06-05,괜찮다,4,1.0,3.0,0.0
750,750,하남돼지집,,양천구,서울특별시 양천구 신정중앙로 68,02-2065-7270,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['17:00 - 24:00'],0,2021-05-03,맛있다,4,4.0,0.0,0.0
751,751,빨대네집,,양천구,서울특별시 양천구 은행정로1길 2,02-2645-8336,음식 종류 해산물 요리,가격대 만원-2만원,주차 주차공간없음,['16:30 - 01:30'],0,2022-03-22,맛있다,4,4.0,0.0,0.0
752,752,커피운,,양천구,서울특별시 양천구 남부순환로79길 47-1 101호,010-3053-7414,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,0,0,0,,,
753,753,코코이찌방야,,양천구,서울특별시 양천구 목동동로 293,02-2642-5510,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,주차 유료주차 가능,['11:00 - 22:00'],0,2020-12-01,괜찮다,12,4.0,6.0,2.0
754,754,러브 바리스타,,양천구,서울특별시 양천구 목동중앙북로 65,02-6465-6892,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,"['월-금: 10:00 - 23:00', '토-일: 11:00 - 23:00']",0,2022-07-29,맛있다,5,5.0,0.0,0.0
755,755,스시범,,양천구,서울특별시 양천구 은행정로 13 성광빌딩 1F,02-2062-1770,음식 종류 회 / 스시,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 22:30'],0,2021-01-23,괜찮다,4,3.0,1.0,0.0
756,756,항아리보쌈,,양천구,서울특별시 양천구 신목로 48,02-2696-0053,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 23:00'],0,2021-08-28,맛있다,4,4.0,0.0,0.0
757,757,빕스,,양천구,서울특별시 양천구 목동동로 293 현대41타워 41F,02-2645-1997,음식 종류 패밀리 레스토랑,가격대 2만원-3만원,0,0,0,2022-03-19,맛있다,4,3.0,0.0,1.0
758,758,건강한네모의하루,,양천구,서울특별시 양천구 남부순환로83길 센트럴 아이파크위브 상가 147호,02-2061-0666,음식 종류 베이커리,가격대 만원 미만,주차 주차공간없음,['10:30 - 21:00'],0,2018-03-29,별로,3,1.0,1.0,1.0
759,759,초한초마,,양천구,서울특별시 양천구 목동로15길 8 삼천리아파트,02-2603-7447,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 주차공간없음,['11:00 - 21:30'],0,2022-04-30,맛있다,3,3.0,0.0,0.0
760,760,구텐,,양천구,서울특별시 양천구 목동동로 293 현대41타워빌딩,02-2168-3336,음식 종류 스테이크 / 바베큐,0,0,0,0,2019-07-25,별로,3,1.0,1.0,1.0
761,761,파티세리소나,,양천구,서울특별시 양천구 신목로12길 8 1-2F,02-6404-4454,음식 종류 베이커리,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-02-22,괜찮다,3,1.0,2.0,0.0
762,762,로컬커피스탠드,,양천구,서울특별시 양천구 신목로 45-1,02-2647-6001,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-28,맛있다,3,1.0,0.0,2.0
763,763,이름없는파스타,,양천구,서울특별시 양천구 목동로21길 2 1F,070-8830-9171,음식 종류 기타 양식,가격대 만원 미만,0,0,0,2021-09-29,맛있다,6,4.0,1.0,1.0
764,764,육즙,,양천구,서울특별시 양천구 오목로 337-10 소망빌딩,02-2642-9298,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['17:00 - 24:00'],0,2022-03-05,맛있다,6,5.0,0.0,1.0
765,765,라헬의부엌,,양천구,서울특별시 양천구 오목로 345 118-119호,070-4121-1020,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-01-30,별로,5,4.0,0.0,1.0
766,766,37.5익스프레스,,양천구,서울특별시 양천구 목동동로 309 1F,02-2644-3705,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,0,0,0,2022-01-16,별로,4,2.0,1.0,1.0
767,767,삿뽀로,,양천구,서울특별시 양천구 목동동로 150,02-2644-3366,음식 종류 정통 일식 / 일반 일식,메뉴,0,0,0,2015-03-24,맛있다,2,2.0,0.0,0.0
768,768,이탈리아국립피자학교,,양천구,서울특별시 양천구 목동동로 339 목동트윈빌,02-2065-8761,음식 종류 이탈리안,가격대 만원-2만원,주차 유료주차 가능,"['일-목: 09:30 - 21:00', '금-토: 09:30 - 22:00']",0,2018-09-07,맛있다,2,2.0,0.0,0.0
769,769,아마또,,양천구,서울특별시 양천구 신월로38길 11,02-2652-1101,음식 종류 이탈리안,가격대 만원-2만원,주차 주차공간없음,['11:00 - 21:00'],0,2019-02-22,맛있다,2,2.0,0.0,0.0
770,770,봉스시,,양천구,서울특별시 양천구 은행정로7길 25,02-2604-3353,음식 종류 회 / 스시,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:00'],0,2022-02-22,맛있다,2,1.0,1.0,0.0
771,771,로바타미숙,,양천구,서울특별시 양천구 목동동로 222-13 1F,02-2646-3376,음식 종류 회 / 스시,가격대 4만원 이상,웹 사이트 식당 홈페이지로 가기,0,0,2021-06-20,맛있다,1,1.0,0.0,0.0
772,772,임꺽정김치찌개,,양천구,서울특별시 양천구 목동동로12길 27,02-2645-8252,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 주차공간없음,['10:00 - 22:00'],0,2019-04-20,괜찮다,9,6.0,3.0,0.0
773,773,해밀,,양천구,서울특별시 양천구 목동동로 339 목동 트윈빌 1F,02-2652-7889,음식 종류 라멘 / 소바 / 우동,가격대 만원 미만,주차 무료주차 가능,['11:00 - 20:50'],0,2022-05-11,맛있다,7,6.0,1.0,0.0
774,774,주전,,양천구,서울특별시 양천구 신정중앙로 86,02-2065-8085,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,메뉴,0,0,2019-01-26,괜찮다,3,2.0,1.0,0.0
775,775,홍가네달마을,,양천구,서울특별시 양천구 목동중앙본로 80,02-2642-0953,음식 종류 고기 요리,0,0,0,0,2020-08-04,괜찮다,3,2.0,1.0,0.0
776,776,878커피,,양천구,서울특별시 양천구 중앙로36길 47,010-4320-0878,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2022-01-31,별로,3,2.0,0.0,1.0
777,777,이키이키,,양천구,서울특별시 양천구 목동동로14길 10 1F,070-4759-0736,음식 종류 라멘 / 소바 / 우동,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-30,맛있다,3,3.0,0.0,0.0
778,778,김선장참치,,양천구,서울특별시 양천구 신정중앙로 99,010-4622-7532,음식 종류 회 / 스시,가격대 2만원-3만원,0,0,0,2021-08-22,괜찮다,2,1.0,1.0,0.0
779,779,목동장어타운,,양천구,서울특별시 양천구 신정중앙로 67,02-6402-6692,음식 종류 해산물 요리,가격대 2만원-3만원,주차 무료주차 가능,['10:00 - 22:00'],0,2021-05-12,맛있다,2,1.0,1.0,0.0
780,780,동천홍,,양천구,서울특별시 양천구 목동서로 225,02-2648-5988,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 유료주차 가능,['11:00 - 21:00'],0,2015-10-03,괜찮다,2,0.0,2.0,0.0
781,781,라무진,,양천구,서울특별시 양천구 신정중앙로 88,02-2604-6199,음식 종류 기타 중식,가격대 3만원-4만원,0,0,0,2022-04-22,맛있다,1,1.0,0.0,0.0
782,782,훈,,양천구,서울특별시 양천구 중앙로 262 202호,0507-1337-5194,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,0,0,2021-12-08,맛있다,1,1.0,0.0,0.0
783,783,피슈마라홍탕,,양천구,서울특별시 양천구 목동서로 155,02-6959-3488,음식 종류 기타 중식,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,0,0,0,0,1,1.0,0.0,0.0
784,784,까페온고,,양천구,서울특별시 양천구 목동중앙본로 35,02-2061-7713,음식 종류 카페 / 디저트,0,0,0,0,0,0,0,,,
785,785,꽃다운주점,,양천구,서울특별시 양천구 신정중앙로 90 산정빌딩 1F,02-2699-9879,음식 종류 일반 주점,가격대 만원-2만원,주차 주차공간없음,['16:00 - 06:00'],"['A메뉴', '5,900원', 'B메뉴', '7,900원', 'C메뉴', '9,900원', 'A+B+C세트메뉴', '19,900원']",0,0,0,,,
786,786,꽃다운주점,,양천구,서울특별시 양천구 공항대로 620 2F,02-2642-1768,음식 종류 일반 주점,가격대 만원-2만원,주차 주차공간없음,['16:00 - 05:00'],"['A메뉴', '5,900원', 'B메뉴', '7,900원', 'C메뉴', '9,900원', 'A+B+C세트메뉴', '19,900원']",0,0,0,,,
787,787,고씨네,,양천구,서울특별시 양천구 목동중앙북로 86,02-2642-5288,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,주차 무료주차 가능,['11:30 - 20:30'],0,2019-06-05,괜찮다,13,4.0,7.0,2.0
788,788,동그라미곱창,,양천구,서울특별시 양천구 목동중앙북로 7,02-2642-2926,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,['15:00 - 02:00'],0,2021-10-13,맛있다,7,6.0,1.0,0.0
789,789,고래아방,,양천구,서울특별시 양천구 목동동로 293 현대41타워 3F,02-6091-1109,음식 종류 해산물 요리,가격대 만원-2만원,0,0,0,2019-01-31,맛있다,7,6.0,1.0,0.0
790,790,가랑누룽지삼계탕,,양천구,서울 양천구 목동동로14길 5,02-2652-2331,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],"['누룽지삼계탕', '16,000원', '토종닭 누룽지백숙', '60,000원', '들깨삼계탕', '18,000원', '통오리 누룽지백숙', '62,000원']",2022-06-12,맛있다,6,5.0,1.0,0.0
791,791,더브라운,,양천구,서울특별시 양천구 오목로 354 목동센트럴푸르지오 상가101동 101호,02-2642-2646,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,['08:00 - 22:00'],0,2020-05-31,맛있다,6,4.0,2.0,0.0
792,792,커피탐이나,,양천구,서울특별시 양천구 목동중앙남로9길 41 102호,010-2449-3211,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,"['월-금: 08:00 - 22:00', '토-일: 09:00 - 22:00']",0,2017-01-09,맛있다,5,5.0,0.0,0.0
793,793,곤드레밥집,,양천구,서울특별시 양천구 목동동로 293,02-2642-7321,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 21:00'],0,2019-07-19,맛있다,5,4.0,0.0,1.0
794,794,쌍둥이네수제비대합탕,,양천구,서울특별시 양천구 목동동로 226-1,02-2653-5949,음식 종류 기타 한식,가격대 만원 미만,0,0,0,2021-05-20,맛있다,6,3.0,2.0,1.0
795,795,파리크라상,,양천구,서울특별시 양천구 목동동로 293 현대41타워,02-2168-2566,음식 종류 베이커리,가격대 만원 미만,주차 유료주차 가능,['07:00 - 23:00'],0,2017-07-24,맛있다,4,1.0,3.0,0.0
796,796,설악산칡냉면,,양천구,서울특별시 양천구 목동중앙남로3가길 59,02-2645-8985,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 주차공간없음,['10:00 - 22:00'],0,2021-05-03,맛있다,9,7.0,1.0,1.0
797,797,오모무끼,,양천구,서울특별시 양천구 목동동로 257 현대백화점 목동점 6F,02-2651-8877,음식 종류 정통 일식 / 일반 일식,가격대 3만원-4만원,주차 유료주차 가능,['11:00 - 22:00'],0,2017-12-16,괜찮다,4,2.0,2.0,0.0
798,798,어가촌,,양천구,서울특별시 양천구 목동중앙북로 86,02-2644-4999,음식 종류 해산물 요리,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],0,2021-12-05,별로,3,2.0,0.0,1.0
799,799,엘리스파이,,양천구,서울특별시 양천구 목동동로 257 현대백화점 목동점 B2,0,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,영업시간 월-목: 10:30 - 20:00,0,2019-09-15,괜찮다,3,0.0,3.0,0.0
800,800,스시아라타,4.7,영등포구,서울특별시 영등포구 국제금융로8길 16 B1 B124호,02-2636-9417,음식 종류 회 / 스시,가격대 4만원 이상,주차 유료주차 가능,['11:30 - 22:00'],"['평일런치 스시오마카세', '80,000원', '평일디너 스시오마카세', '150,000원', '주말 스시오마카세', '150,000원']",2022-08-03,맛있다,49,42.0,6.0,1.0
801,801,바이러닉에스프레소바,4.7,영등포구,서울특별시 영등포구 의사당대로 38 1F,0,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,영업시간 월-금: 08:00 - 21:00,"['아메리카노', '4,000원', '라떼', '4,500원', '바닐라라떼', '5,000원', '마카다미아라떼', '5,000원', '코코넛꼼빠냐', '4,500원']",2022-08-05,맛있다,28,26.0,2.0,0.0
802,802,히노노리,4.7,영등포구,서울특별시 영등포구 의사당대로 83,02-6747-0773,음식 종류 기타 일식,가격대 만원-2만원,0,0,0,2022-06-26,맛있다,7,7.0,0.0,0.0
803,803,허브족발,4.6,영등포구,서울특별시 영등포구 당산로48길 6,02-2633-4339,음식 종류 고기 요리,가격대 3만원-4만원,주차 주차공간없음,['16:00 - 23:30'],"['앞다리족발', '40,000원', '뒷다리족발', '36,000원', '매콤족발', '41,000원', '앞다리족발 매콤족발 (반반)', '43,000원', '뒷다리족발 매콤족발 (반반)', '39,000원']",2022-07-22,맛있다,166,135.0,21.0,10.0
804,804,우미노미,4.6,영등포구,서울특별시 영등포구 당산로 180 신우빌딩 1F,02-3667-4027,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원-2만원,주차 주차공간없음,['11:30 - 20:00'],"['카이센동', '17,000원', '차돌스키야키', '17,000원', '사케동', '14,000원', '카이센동 모듬', '33,000원']",2022-07-11,괜찮다,79,65.0,13.0,1.0
805,805,니와,4.6,영등포구,서울특별시 영등포구 여의나루로 42 2F,0507-1426-3909,음식 종류 회 / 스시,가격대 3만원-4만원,메뉴,0,"['디너 오마카세', '33,000원']",5 일 전,맛있다,8,8.0,0.0,0.0
806,806,줘마양다리구이,4.5,영등포구,서울특별시 영등포구 도림천로11길 13,02-831-3078,음식 종류 기타 중식,가격대 만원-2만원,주차 주차공간없음,['12:00 - 24:00'],"['양다리 (1kg)', '35,000원', '양꼬치 (10개)', '10,000원', '양갈비 (800g)', '25,000원', '양깃머리무침', '15,000원', '어향육슬', '15,000원']",2022-08-07,맛있다,43,35.0,8.0,0.0
807,807,로바,4.5,영등포구,서울특별시 영등포구 여의대로 108 더현대서울 6F,02-3277-0652,음식 종류 퓨전 일식,가격대 4만원 이상,주차 무료주차 가능 2시간 무료,['11:30 - 22:00'],"['런치코스 A', '74,000원', '런치코스 B', '54,000원', '디너코스 A', '165,000원', '디너코스 B', '125,000원', '디너코스 C', '94,000원']",2022-07-27,맛있다,10,9.0,1.0,0.0
808,808,양키스 버거&피자,4.4,영등포구,서울특별시 영등포구 도림로 434-1,070-8849-0815,음식 종류 기타 양식,가격대 만원-2만원,주차 주차공간없음,['12:00 - 22:00'],"['더블치즈버거', '7,900원', '문래버거', '8,900원', '닌자터틀 피자', '14,500원', '양키스 페퍼로니 피자', '17,500원', '데빌스치킨 피자', '21,500원']",2022-08-05,맛있다,104,76.0,23.0,5.0
809,809,대한옥,4.4,영등포구,서울특별시 영등포구 영등포로51길 6,02-2633-5052,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 유료주차 가능,['11:00 - 21:00'],"['도가니탕', '16,000원', '꼬리탕', '21,000원', '도가니수육', '36,000원', '꼬리수육 (소)', '41,000원', '꼬리수육 (대)', '56,000원']",2022-07-12,괜찮다,101,73.0,18.0,10.0
810,810,양키통닭,4.4,영등포구,서울특별시 영등포구 도림로139길 13,070-8800-0815,음식 종류 닭 / 오리 요리,가격대 2만원-3만원,주차 주차공간없음,"['월-금: 17:00 - 23:30', '토: 16:00 - 00:00', '일: 16:00 - 23:00']","['오리지널 시금치통닭', '26,000원', '페퍼크림통닭', '26,000원', '하몽플레이트', '15,000원', '과일&치즈플레이트', '16,000원', '믹스드올리브', '6,000원']",3 일 전,맛있다,83,65.0,14.0,4.0
811,811,스시다정,4.4,영등포구,서울특별시 영등포구 국제금융로 70 B1 19호,010-4582-8293,음식 종류 회 / 스시,가격대 4만원 이상,주차 유료주차 가능,['11:30 - 21:30'],"['런치 오마카세', '35,000원', '디너 오마카세', '59,500원']",2022-08-07,맛있다,7,6.0,1.0,0.0
812,812,잠수교집,4.4,영등포구,서울특별시 영등포구 여의나루로 117 공작상가 B1,0,음식 종류 고기 요리,가격대 만원-2만원,메뉴,삼겹살 (1인),"['삼겹살 (1인)', '13,000원', '명품명란쌈장', '6,000원', '청국장', '8,000원', '얼큰순두부', '8,000원', '옛날깻잎국물떡볶이', '8,000원']",5 일 전,맛있다,8,8.0,0.0,0.0
